label,total_packets,num_incoming,num_outgoing,fraction_incoming,fraction_outgoing,incoming_mean_size,incoming_std_size,outgoing_mean_size,outgoing_std_size,incoming_iats,incoming_max_iat,incoming_mean_iat,incoming_std_iat,incoming_q3_iat,outgoing_iats,outgoing_max_iat,outgoing_mean_iat,outgoing_std_iat,outgoing_q3_iat,chunk_std,chunk_mean,chunk_median,chunk_max,first_10_incoming,first_10_outgoing,last_10_incoming,last_10_outgoing,packet_1_length_direction,packet_2_length_direction,packet_3_length_direction,packet_4_length_direction,packet_5_length_direction,packet_6_length_direction,packet_7_length_direction,packet_8_length_direction,packet_9_length_direction,packet_10_length_direction,incoming_q1_time,incoming_q2_time,incoming_q3_time,incoming_total_time,outgoing_q1_time,outgoing_q2_time,outgoing_q3_time,outgoing_total_time,max_burst,mean_burst,num_bursts
B,100,60,40,0.6,0.4,115.0,35.185224171518364,83.5,17.5,"[0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0]",10.0,3.2203389830508473,4.672558899013635,10.0,"[0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0]",10.0,4.871794871794871,4.9983560742610065,10.0,1.0954451150103321,4.0,4.0,5,6,4,6,4,-132,-147,66,101,-66,-132,-147,66,101,-66,1667302253.5,1667302301.0,1667302348.5,190.0,1667302253.5,1667302301.0,1667302348.5,190.0,3,2.857142857142857,21
B,100,100,0,1.0,0.0,42.0,0.0,0.0,0.0,"[120.0, 120.0, 120.0, 120.0, -559.0, 0.0, 7.0, 0.0, 4.0, 0.0, 30.0, 0.0, 17.0, 0.0, 17.0, 0.0, 4.0, 25.0, 0.0, 1.0, 0.0, 11.0, 0.0, 11.0, 0.0, 23.0, 0.0, 8.0, 0.0, 15.0, 0.0, 22.0, 0.0, 4.0, 1.0, 0.0, 18.0, 0.0, 23.0, 0.0, 1.0, 0.0, 21.0, 0.0, 21.0, 0.0, 2.0, 0.0, 15.0, 0.0, 7.0, 0.0, 11.0, 7.0, 0.0, 5.0, 0.0, 22.0, 0.0, 15.0, 0.0, 8.0, 0.0, 42.0, 0.0, 1.0, 0.0, 20.0, 23.0, 0.0, 6.0, 0.0, 37.0, 0.0, 13.0, 0.0, 30.0, 0.0, 11.0, 9.0, 0.0, 23.0, 0.0, -584.0, 0.0, 4.0, 0.0, 30.0, 0.0, 17.0, 0.0, 17.0, 0.0, 4.0, 26.0, 0.0, 11.0, 0.0, 11.0]",120.0,0.48484848484848486,85.64483434054542,16.0,[],0.0,0.0,0.0,0.0,1.2472191289246473,6.666666666666667,7.0,7,10,0,10,0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1667302305.75,1667302417.0,1667302576.0,591.0,0.0,0.0,0.0,0.0,100,100.0,1
B,100,60,40,0.6,0.4,115.0,35.185224171518364,83.5,17.5,"[0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0]",10.0,3.2203389830508473,4.672558899013635,10.0,"[0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0]",10.0,4.871794871794871,4.9983560742610065,10.0,1.0954451150103321,4.0,4.0,5,6,4,6,4,-132,-147,66,101,-66,-132,-147,66,101,-66,1667302853.5,1667302901.0,1667302948.5,190.0,1667302853.5,1667302901.0,1667302948.5,190.0,3,2.857142857142857,21
B,100,100,0,1.0,0.0,42.0,0.0,0.0,0.0,"[120.0, 120.0, 121.0, 120.0, -542.0, 0.0, 16.0, 0.0, 36.0, 0.0, 7.0, 0.0, 2.0, 34.0, 0.0, 7.0, 0.0, 0.0, 0.0, 29.0, 0.0, 1.0, 0.0, 11.0, 0.0, 19.0, 0.0, 0.0, 0.0, 19.0, 3.0, 0.0, 6.0, 0.0, 3.0, 0.0, 27.0, 0.0, 4.0, 0.0, 1.0, 0.0, 25.0, 0.0, 4.0, 0.0, 12.0, 0.0, 12.0, 0.0, 12.0, 0.0, 11.0, 6.0, 0.0, 1.0, 0.0, 13.0, 0.0, 17.0, 0.0, 10.0, 0.0, 10.0, 0.0, 8.0, 0.0, 22.0, 0.0, 4.0, 0.0, 4.0, 0.0, 17.0, 0.0, 5.0, 0.0, 4.0, 14.0, 0.0, 4.0, 0.0, 4.0, 0.0, 18.0, 0.0, 18.0, 0.0, 1.0, 0.0, 3.0, 0.0, 22.0, 0.0, 6.0, 0.0, 14.0, 0.0, 2.0]",121.0,4.717171717171717,60.22701840151287,11.0,[],0.0,0.0,0.0,0.0,1.2472191289246473,6.666666666666667,7.0,7,10,0,10,0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1667302988.0,1667303121.5,1667303244.0,542.0,0.0,0.0,0.0,0.0,100,100.0,1
B,100,60,40,0.6,0.4,115.0,35.185224171518364,83.5,17.5,"[0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0]",10.0,3.2203389830508473,4.672558899013635,10.0,"[0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0]",10.0,4.871794871794871,4.9983560742610065,10.0,1.0954451150103321,4.0,4.0,5,6,4,6,4,-132,-147,66,101,-66,-132,-147,66,101,-66,1667303454.5,1667303502.0,1667303549.5,190.0,1667303454.5,1667303502.0,1667303549.5,190.0,3,2.857142857142857,21
B,100,100,0,1.0,0.0,42.0,0.0,0.0,0.0,"[120.0, 120.0, 120.0, 120.0, -564.0, 0.0, 16.0, 0.0, 14.0, 0.0, 8.0, 0.0, 0.0, 0.0, 22.0, 0.0, 1.0, 0.0, 21.0, 0.0, 1.0, 0.0, 1.0, 7.0, 0.0, 37.0, 0.0, 0.0, 0.0, 22.0, 0.0, 23.0, 0.0, 1.0, 0.0, 22.0, 0.0, 8.0, 14.0, 0.0, 2.0, 0.0, 20.0, 0.0, 23.0, 0.0, 3.0, 0.0, 20.0, 0.0, 22.0, 0.0, 2.0, 0.0, 14.0, 6.0, 0.0, 23.0, 0.0, 3.0, 0.0, 20.0, 0.0, 22.0, 0.0, 2.0, 0.0, 15.0, 0.0, 7.0, 0.0, 17.0, 0.0, 5.0, 2.0, 0.0, 6.0, 0.0, 18.0, 0.0, 10.0, 0.0, 3.0, 0.0, 12.0, 0.0, 19.0, 0.0, 4.0, 0.0, 3.0, 0.0, 21.0, 0.0, 9.0, 0.0, 11.0, 0.0, 2.0]",120.0,4.848484848484849,62.256777430960504,14.0,[],0.0,0.0,0.0,0.0,1.2472191289246473,6.666666666666667,7.0,7,10,0,10,0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1667303532.0,1667303713.0,1667303850.0,564.0,0.0,0.0,0.0,0.0,100,100.0,1
B,100,60,40,0.6,0.4,115.0,35.185224171518364,83.5,17.5,"[0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0]",10.0,3.2203389830508473,4.672558899013635,10.0,"[0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0]",10.0,4.871794871794871,4.9983560742610065,10.0,1.0954451150103321,4.0,4.0,5,6,4,6,4,-132,-147,66,101,-66,-132,-147,66,101,-66,1667304054.5,1667304102.0,1667304149.5,190.0,1667304054.5,1667304102.0,1667304149.5,190.0,3,2.857142857142857,21
B,100,100,0,1.0,0.0,49.72,35.181267742933876,0.0,0.0,"[118.0, 0.0, 3.0, 120.0, 120.0, 105.0, 15.0, -562.0, 0.0, 9.0, 0.0, 1.0, 0.0, 24.0, 0.0, 7.0, 0.0, 5.0, 0.0, 11.0, 0.0, 20.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 37.0, 0.0, 5.0, 0.0, 2.0, 0.0, 25.0, 0.0, 4.0, 4.0, 0.0, 18.0, 0.0, 22.0, 0.0, 1.0, 0.0, 3.0, 1.0, 0.0, 20.0, 0.0, 6.0, 0.0, 9.0, 0.0, 18.0, 0.0, 22.0, 0.0, 5.0, 0.0, 26.0, 0.0, 9.0, 0.0, 4.0, 1.0, 0.0, 13.0, 0.0, 22.0, 0.0, 5.0, 0.0, 26.0, 0.0, 9.0, 0.0, 38.0, 0.0, 2.0, 0.0, 4.0, 5.0, 0.0, 23.0, 0.0, 13.0, 0.0, 19.0, 0.0, 29.0, 0.0, 5.0, 0.0, 26.0, 6.0, 0.0, 10.0, 0.0]",120.0,5.02020202020202,61.89368202576625,10.5,[],0.0,0.0,0.0,0.0,1.2472191289246473,6.666666666666667,7.0,7,10,0,10,0,-42,-221,-221,-42,-42,-42,-70,-42,-42,-42,1667304130.0,1667304245.0,1667304414.5,578.0,0.0,0.0,0.0,0.0,100,100.0,1
B,100,0,11,0.0,0.11,0.0,0.0,201.0,0.0,[],0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,0,201,201,201,201,201,201,201,201,201,201,0.0,0.0,0.0,0.0,1667304206.0,1667304206.0,1667304206.0,0.0,0,0.0,0
B,100,60,40,0.6,0.4,115.0,35.185224171518364,83.5,17.5,"[0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0]",10.0,3.2203389830508473,4.672558899013635,10.0,"[0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0]",10.0,4.871794871794871,4.9983560742610065,10.0,1.0954451150103321,4.0,4.0,5,6,4,6,4,-132,-147,66,101,-66,-132,-147,66,101,-66,1667304655.5,1667304703.0,1667304750.5,190.0,1667304655.5,1667304703.0,1667304750.5,190.0,3,2.857142857142857,21
