total_packets,num_incoming,num_outgoing,fraction_incoming,fraction_outgoing,mean_size,std_size,incoming_iat,outgoing_iat,chunk_std,chunk_mean,chunk_median,chunk_max,first_10_incoming,first_10_outgoing,last_10_incoming,last_10_outgoing,sum_first_10_packets,max_burst,mean_burst,num_bursts
100,15,15,0.15,0.15,78.8,7.377443098165291,"{'max_iat': np.float64(325.0), 'mean_iat': np.float64(33.142857142857146), 'std_iat': np.float64(83.79469565794818), 'q3_iat': np.float64(17.0)}","{'max_iat': np.float64(324.0), 'mean_iat': np.float64(33.142857142857146), 'std_iat': np.float64(83.51805377355514), 'q3_iat': np.float64(17.0)}",1.5491933384829668,1.0,0.0,4,5,5,0,0,-298,2,1.1538461538461537,13
100,21,0,0.21,0.0,0.0,0.0,"{'max_iat': np.float64(62.0), 'mean_iat': np.float64(19.65), 'std_iat': np.float64(27.72773881873529), 'q3_iat': np.float64(62.0)}","{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}",2.7999999999999994,1.4,0.0,7,10,0,0,0,-740,21,21.0,1
100,8,11,0.08,0.11,838.2727272727273,603.8552040332322,"{'max_iat': np.float64(85.0), 'mean_iat': np.float64(12.142857142857142), 'std_iat': np.float64(29.743804019510026), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(84.0), 'mean_iat': np.float64(8.5), 'std_iat': np.float64(25.168432609123677), 'q3_iat': np.float64(0.0)}",1.14697670227235,0.5333333333333333,0.0,4,4,6,0,0,3620,4,4.0,2
100,1,2,0.01,0.02,80.0,14.0,"{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}","{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}",0.24944382578492946,0.06666666666666667,0.0,1,1,2,0,0,68,1,1.0,1
100,1,2,0.01,0.02,80.0,14.0,"{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}","{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}",0.24944382578492946,0.06666666666666667,0.0,1,1,2,0,0,68,1,1.0,1
100,21,30,0.21,0.3,801.6333333333333,563.7259667210262,"{'max_iat': np.float64(30.0), 'mean_iat': np.float64(3.0), 'std_iat': np.float64(9.0), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(30.0), 'mean_iat': np.float64(2.0689655172413794), 'std_iat': np.float64(7.601864718982277), 'q3_iat': np.float64(0.0)}",1.9933221850301406,1.4,0.0,6,2,8,0,0,6408,7,3.5,6
100,24,76,0.24,0.76,652.0526315789474,580.7254287059474,"{'max_iat': np.float64(30.0), 'mean_iat': np.float64(1.3043478260869565), 'std_iat': np.float64(6.117933599769691), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(46.0), 'mean_iat': np.float64(2.1466666666666665), 'std_iat': np.float64(7.322464673106241), 'q3_iat': np.float64(1.0)}",2.0591260281974004,1.6,0.0,6,4,6,0,10,2489,7,4.0,6
100,5,6,0.05,0.06,83.83333333333333,31.275212051861274,"{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}",1.0110500592068732,0.3333333333333333,0.0,4,4,6,0,0,83,3,1.6666666666666667,3
100,0,100,0.0,1.0,747.98,567.4056393798003,"{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}","{'max_iat': np.float64(18.0), 'mean_iat': np.float64(1.2424242424242424), 'std_iat': np.float64(2.7855721683106416), 'q3_iat': np.float64(1.0)}",0.0,0.0,0.0,0,0,10,0,10,732,0,0.0,0
100,0,12,0.0,0.12,66.0,0.0,"{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}","{'max_iat': np.float64(1.0), 'mean_iat': np.float64(0.18181818181818182), 'std_iat': np.float64(0.385694607919935), 'q3_iat': np.float64(0.0)}",0.0,0.0,0.0,0,0,10,0,0,660,0,0.0,0
100,0,37,0.0,0.37,74.0,0.0,"{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}","{'max_iat': np.float64(6.0), 'mean_iat': np.float64(0.4722222222222222), 'std_iat': np.float64(1.0925533577387299), 'q3_iat': np.float64(1.0)}",0.0,0.0,0.0,0,0,10,0,0,740,0,0.0,0
100,0,65,0.0,0.65,74.0,0.0,"{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}","{'max_iat': np.float64(29.0), 'mean_iat': np.float64(2.71875), 'std_iat': np.float64(4.188782452873388), 'q3_iat': np.float64(3.25)}",0.0,0.0,0.0,0,0,10,0,0,740,0,0.0,0
100,0,14,0.0,0.14,170.0,0.0,"{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}","{'max_iat': np.float64(22.0), 'mean_iat': np.float64(12.923076923076923), 'std_iat': np.float64(7.03246907577809), 'q3_iat': np.float64(20.0)}",0.0,0.0,0.0,0,0,10,0,0,1700,0,0.0,0
100,0,37,0.0,0.37,74.0,0.0,"{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}","{'max_iat': np.float64(6.0), 'mean_iat': np.float64(0.5277777777777778), 'std_iat': np.float64(1.0925533577387299), 'q3_iat': np.float64(1.0)}",0.0,0.0,0.0,0,0,10,0,0,740,0,0.0,0
100,4,4,0.04,0.04,72.0,0.0,"{'max_iat': np.float64(31.0), 'mean_iat': np.float64(10.333333333333334), 'std_iat': np.float64(14.613540144521982), 'q3_iat': np.float64(15.5)}","{'max_iat': np.float64(31.0), 'mean_iat': np.float64(10.666666666666666), 'std_iat': np.float64(14.38363267359428), 'q3_iat': np.float64(16.0)}",0.7717224601860151,0.26666666666666666,0.0,3,4,4,0,0,-216,1,1.0,4
100,1,5,0.01,0.05,90.0,0.0,"{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}","{'max_iat': np.float64(25.0), 'mean_iat': np.float64(7.75), 'std_iat': np.float64(9.959292143521045), 'q3_iat': np.float64(7.75)}",0.24944382578492946,0.06666666666666667,0.0,1,1,5,0,0,360,1,1.0,1
100,0,30,0.0,0.3,74.0,0.0,"{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}","{'max_iat': np.float64(6.0), 'mean_iat': np.float64(0.5862068965517241), 'std_iat': np.float64(1.1895302283214029), 'q3_iat': np.float64(1.0)}",0.0,0.0,0.0,0,0,10,0,0,740,0,0.0,0
100,0,4,0.0,0.04,90.0,0.0,"{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}","{'max_iat': np.float64(2.0), 'mean_iat': np.float64(2.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(2.0)}",0.0,0.0,0.0,0,0,4,0,0,360,0,0.0,0
100,0,30,0.0,0.3,74.0,0.0,"{'max_iat': 0, 'mean_iat': 0, 'std_iat': 0, 'q3_iat': 0}","{'max_iat': np.float64(7.0), 'mean_iat': np.float64(0.5517241379310345), 'std_iat': np.float64(1.3793103448275863), 'q3_iat': np.float64(1.0)}",0.0,0.0,0.0,0,0,10,0,0,740,0,0.0,0
100,2,2,0.02,0.02,74.0,0.0,"{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}",0.4988876515698589,0.13333333333333333,0.0,2,2,2,0,0,40,1,1.0,2
100,9,9,0.09,0.09,165.66666666666666,179.9938270546459,"{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}",1.2543258481484518,0.6,0.0,4,4,6,0,0,779,3,1.8,5
100,5,5,0.05,0.05,113.0,90.0533175402217,"{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}",1.0110500592068732,0.3333333333333333,0.0,4,5,5,0,0,81,3,1.6666666666666667,3
100,7,7,0.07,0.07,208.71428571428572,223.1378269050731,"{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}",1.203698005684519,0.4666666666666667,0.0,4,5,5,0,0,242,3,1.75,4
100,8,10,0.08,0.1,165.2,184.52793826410138,"{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(0.0), 'mean_iat': np.float64(0.0), 'std_iat': np.float64(0.0), 'q3_iat': np.float64(0.0)}",1.4079141387961915,0.5333333333333333,0.0,5,4,6,0,0,913,4,2.0,4
100,12,14,0.12,0.14,349.64285714285717,244.49616039721275,"{'max_iat': np.float64(1.0), 'mean_iat': np.float64(0.09090909090909091), 'std_iat': np.float64(0.2874797872880344), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(1.0), 'mean_iat': np.float64(0.15384615384615385), 'std_iat': np.float64(0.36080121229411), 'q3_iat': np.float64(0.0)}",1.3759844960366863,0.8,0.0,4,5,5,0,0,260,2,1.3333333333333333,9
100,61,39,0.61,0.39,264.94871794871796,432.9692325610564,"{'max_iat': np.float64(1.0), 'mean_iat': np.float64(0.016666666666666666), 'std_iat': np.float64(0.12801909579781015), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(1.0), 'mean_iat': np.float64(0.02631578947368421), 'std_iat': np.float64(0.16007269816574266), 'q3_iat': np.float64(0.0)}",2.8158282775923835,4.066666666666666,5.0,7,6,4,5,5,-4792,26,10.166666666666666,6
100,12,13,0.12,0.13,242.23076923076923,337.5035393195965,"{'max_iat': np.float64(25.0), 'mean_iat': np.float64(2.272727272727273), 'std_iat': np.float64(7.1869946822008615), 'q3_iat': np.float64(0.0)}","{'max_iat': np.float64(25.0), 'mean_iat': np.float64(2.0833333333333335), 'std_iat': np.float64(6.909634979907084), 'q3_iat': np.float64(0.0)}",1.7962924780409975,0.8,0.0,7,5,5,0,0,628,8,3.0,4
