label,total_packets,num_incoming,num_outgoing,fraction_incoming,fraction_outgoing,incoming_mean_size,incoming_std_size,outgoing_mean_size,outgoing_std_size,incoming_iats,incoming_max_iat,incoming_mean_iat,incoming_std_iat,incoming_q3_iat,outgoing_iats,outgoing_max_iat,outgoing_mean_iat,outgoing_std_iat,outgoing_q3_iat,chunk_std,chunk_mean,chunk_median,chunk_max,first_10_incoming,first_10_outgoing,last_10_incoming,last_10_outgoing,packet_1_length_direction,packet_2_length_direction,packet_3_length_direction,packet_4_length_direction,packet_5_length_direction,packet_6_length_direction,packet_7_length_direction,packet_8_length_direction,packet_9_length_direction,packet_10_length_direction,incoming_q1_time,incoming_q2_time,incoming_q3_time,incoming_total_time,outgoing_q1_time,outgoing_q2_time,outgoing_q3_time,outgoing_total_time,max_burst,mean_burst,num_bursts
B,100,60,40,0.6,0.4,115.0,35.185224171518364,83.8,17.895809565370325,"[0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0]",10.0,3.2203389830508473,4.672558899013635,10.0,"[0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0]",10.0,4.871794871794871,4.9983560742610065,10.0,1.0954451150103321,4.0,4.0,5,6,4,6,4,-132,-147,66,101,-66,-132,-147,66,101,-66,1667301052.5,1667301100.0,1667301147.5,190.0,1667301052.5,1667301100.0,1667301147.5,190.0,3,2.857142857142857,21
B,100,100,0,1.0,0.0,42.84,4.776442190584955,0.0,0.0,"[71.0, 120.0, -205.0, 0.0, 36.0, 0.0, 9.0, 0.0, 40.0, 3.0, 0.0, 2.0, 0.0, 39.0, 0.0, 1.0, 0.0, 38.0, 0.0, 2.0, 0.0, 35.0, 1.0, 0.0, 6.0, 0.0, 26.0, 0.0, 7.0, 0.0, 7.0, 0.0, 32.0, 0.0, 10.0, 0.0, -294.0, 0.0, 36.0, 0.0, 9.0, 0.0, 40.0, 3.0, 0.0, 2.0, 0.0, 39.0, 0.0, 1.0, 0.0, 38.0, 0.0, 2.0, 0.0, 35.0, 1.0, 0.0, 6.0, 0.0, 33.0, 0.0, 7.0, 0.0, 32.0, 0.0, 10.0, 0.0, -209.0, 120.0, 72.0, -276.0, 0.0, 13.0, 0.0, 0.0, 36.0, 0.0, 3.0, 0.0, 32.0, 12.0, 0.0, 3.0, 0.0, 41.0, 0.0, 10.0, 0.0, 34.0, 0.0, 17.0, 0.0, 3.0, 24.0, 0.0, 24.0, 0.0, 20.0]",120.0,2.6161616161616164,56.20196392389836,18.5,[],0.0,0.0,0.0,0.0,1.2472191289246473,6.666666666666667,7.0,7,10,0,10,0,-70,-42,-42,-42,-42,-42,-42,-42,-42,-42,1667301086.0,1667301152.0,1667301213.0,294.0,0.0,0.0,0.0,0.0,100,100.0,1
B,100,60,40,0.6,0.4,115.0,35.185224171518364,83.5,17.5,"[0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0]",10.0,3.2203389830508473,4.672558899013635,10.0,"[0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0]",10.0,4.871794871794871,4.9983560742610065,10.0,1.0954451150103321,4.0,4.0,5,6,4,6,4,-132,-147,66,101,-66,-132,-147,66,101,-66,1667301352.5,1667301400.0,1667301447.5,190.0,1667301352.5,1667301400.0,1667301447.5,190.0,3,2.857142857142857,21
B,100,100,0,1.0,0.0,42.0,0.0,0.0,0.0,"[120.0, 120.0, -242.0, 0.0, 2.0, 9.0, 0.0, 1.0, 0.0, 27.0, 0.0, 12.0, 0.0, 27.0, 0.0, 10.0, 0.0, 5.0, 0.0, 26.0, 0.0, 3.0, 11.0, 0.0, 4.0, 0.0, 10.0, 0.0, 17.0, 0.0, 9.0, 0.0, 14.0, 0.0, 9.0, 0.0, 3.0, 0.0, 26.0, 0.0, 8.0, 0.0, 3.0, 0.0, 6.0, 9.0, 0.0, 13.0, 0.0, -264.0, 0.0, 2.0, 9.0, 0.0, 28.0, 0.0, 12.0, 0.0, 37.0, 0.0, 5.0, 0.0, 26.0, 0.0, 3.0, 15.0, 0.0, 10.0, 0.0, 26.0, 0.0, 14.0, 0.0, 12.0, 0.0, 26.0, 0.0, 11.0, 0.0, 6.0, 9.0, 0.0, -249.0, 120.0, 120.0, -261.0, 0.0, 13.0, 0.0, 8.0, 30.0, 0.0, 6.0, 0.0, 46.0, 0.0, 9.0, 0.0, 23.0]",120.0,1.1515151515151516,57.69291111266453,11.5,[],0.0,0.0,0.0,0.0,1.2472191289246473,6.666666666666667,7.0,7,10,0,10,0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1667301363.0,1667301444.5,1667301520.0,283.0,0.0,0.0,0.0,0.0,100,100.0,1
B,100,60,40,0.6,0.4,115.0,35.185224171518364,83.5,17.5,"[0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0]",10.0,3.2203389830508473,4.672558899013635,10.0,"[0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0]",10.0,4.871794871794871,4.9983560742610065,10.0,1.0954451150103321,4.0,4.0,5,6,4,6,4,-132,-147,66,101,-66,-132,-147,66,101,-66,1667301652.5,1667301700.0,1667301747.5,190.0,1667301652.5,1667301700.0,1667301747.5,190.0,3,2.857142857142857,21
B,100,100,0,1.0,0.0,43.4,6.102458520956944,0.0,0.0,"[116.0, 4.0, -205.0, 0.0, 8.0, 0.0, 9.0, 0.0, 9.0, 0.0, 26.0, 0.0, 2.0, 0.0, 3.0, 0.0, 21.0, 0.0, 5.0, 0.0, 2.0, 21.0, 0.0, 12.0, 0.0, 23.0, 0.0, 17.0, 0.0, 2.0, 0.0, 16.0, 0.0, 24.0, 0.0, 1.0, 4.0, 5.0, 0.0, 32.0, 0.0, 3.0, 0.0, 12.0, 0.0, 23.0, 0.0, 2.0, 0.0, -282.0, 0.0, 8.0, 0.0, 18.0, 0.0, 26.0, 0.0, 5.0, 0.0, 21.0, 0.0, 7.0, 21.0, 0.0, 12.0, 0.0, 23.0, 0.0, 19.0, 0.0, 16.0, 0.0, 24.0, 0.0, 1.0, 0.0, 4.0, 5.0, 0.0, 32.0, 0.0, 3.0, 0.0, 35.0, 0.0, 2.0, 0.0, -197.0, 116.0, 4.0, -202.0, 0.0, 33.0, 0.0, 0.0, 0.0, 33.0, 0.0, 16.0]",116.0,0.0,49.45215012024403,12.0,[],0.0,0.0,0.0,0.0,1.2472191289246473,6.666666666666667,7.0,7,10,0,10,0,-42,-70,-42,-42,-42,-42,-42,-42,-42,-42,1667301655.0,1667301719.0,1667301806.0,282.0,0.0,0.0,0.0,0.0,100,100.0,1
B,100,60,40,0.6,0.4,115.0,35.185224171518364,83.5,17.5,"[0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0]",10.0,3.2203389830508473,4.672558899013635,10.0,"[0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0]",10.0,4.871794871794871,4.9983560742610065,10.0,1.0954451150103321,4.0,4.0,5,6,4,6,4,-132,-147,66,101,-66,-132,-147,66,101,-66,1667301953.5,1667302001.0,1667302048.5,190.0,1667301953.5,1667302001.0,1667302048.5,190.0,3,2.857142857142857,21
B,100,100,0,1.0,0.0,42.0,0.0,0.0,0.0,"[120.0, 120.0, -251.0, 0.0, 9.0, 0.0, 2.0, 24.0, 0.0, 16.0, 0.0, 18.0, 0.0, 2.0, 0.0, 22.0, 0.0, 22.0, 0.0, 12.0, 0.0, 4.0, 30.0, 0.0, 0.0, 0.0, 1.0, 0.0, 33.0, 0.0, 4.0, 0.0, 10.0, 0.0, 20.0, 0.0, 22.0, 5.0, 0.0, 10.0, 0.0, -266.0, 0.0, 9.0, 0.0, 2.0, 24.0, 0.0, 16.0, 0.0, 18.0, 0.0, 24.0, 0.0, 22.0, 0.0, 12.0, 0.0, 4.0, 30.0, 0.0, 0.0, 0.0, 34.0, 0.0, 14.0, 0.0, 20.0, 0.0, 22.0, 5.0, 0.0, 10.0, 0.0, -255.0, 120.0, 120.0, -255.0, 0.0, 15.0, 11.0, 0.0, 1.0, 0.0, 28.0, 0.0, 16.0, 0.0, 11.0, 0.0, 28.0, 0.0, 10.0, 0.0, 15.0, 2.0, 0.0, 28.0, 0.0]",120.0,1.5151515151515151,58.23972812477536,16.0,[],0.0,0.0,0.0,0.0,1.2472191289246473,6.666666666666667,7.0,7,10,0,10,0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1667301967.0,1667302032.0,1667302111.0,270.0,0.0,0.0,0.0,0.0,100,100.0,1
B,100,60,40,0.6,0.4,115.0,35.185224171518364,83.5,17.5,"[0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0]",10.0,3.2203389830508473,4.672558899013635,10.0,"[0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0]",10.0,4.871794871794871,4.9983560742610065,10.0,1.0954451150103321,4.0,4.0,5,6,4,6,4,-132,-147,66,101,-66,-132,-147,66,101,-66,1667302253.5,1667302301.0,1667302348.5,190.0,1667302253.5,1667302301.0,1667302348.5,190.0,3,2.857142857142857,21
B,100,100,0,1.0,0.0,42.0,0.0,0.0,0.0,"[120.0, -199.0, 0.0, 7.0, 0.0, 4.0, 0.0, 30.0, 0.0, 17.0, 0.0, 17.0, 0.0, 4.0, 25.0, 0.0, 1.0, 0.0, 11.0, 0.0, 11.0, 0.0, 23.0, 0.0, 8.0, 0.0, 15.0, 0.0, 22.0, 0.0, 4.0, 1.0, 0.0, 18.0, 0.0, 23.0, 0.0, 1.0, 0.0, 21.0, 0.0, 21.0, 0.0, 2.0, 0.0, -279.0, 0.0, 4.0, 0.0, 30.0, 0.0, 17.0, 0.0, 17.0, 0.0, 4.0, 26.0, 0.0, 11.0, 0.0, 11.0, 0.0, 23.0, 0.0, 8.0, 0.0, 15.0, 0.0, 22.0, 0.0, 4.0, 1.0, 0.0, 18.0, 0.0, 23.0, 0.0, 1.0, 0.0, 21.0, 0.0, 21.0, 0.0, 2.0, 0.0, -207.0, 120.0, -192.0, 0.0, 14.0, 0.0, 13.0, 0.0, 27.0, 0.0, 9.0, 0.0, 9.0, 10.0]",120.0,0.10101010101010101,49.060155807626465,14.5,[],0.0,0.0,0.0,0.0,1.2472191289246473,6.666666666666667,7.0,7,10,0,10,0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1667302269.0,1667302335.0,1667302408.0,286.0,0.0,0.0,0.0,0.0,100,100.0,1
B,100,60,40,0.6,0.4,115.0,35.185224171518364,83.5,17.5,"[0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0]",10.0,3.2203389830508473,4.672558899013635,10.0,"[0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0]",10.0,4.871794871794871,4.9983560742610065,10.0,1.0954451150103321,4.0,4.0,5,6,4,6,4,-132,-147,66,101,-66,-132,-147,66,101,-66,1667302553.5,1667302601.0,1667302648.5,190.0,1667302553.5,1667302601.0,1667302648.5,190.0,3,2.857142857142857,21
